,study_hours_per_day,sleep_hours,stress_level,focus_score,productivity_score
15929,9.88,6.54,8,63,57.84
15930,2.13,5.76,7,49,30.37
15931,3.35,6.53,1,84,52.36
15932,6.66,3.34,4,82,49.95
15933,7.16,8.59,4,95,67.14
15934,7.21,4.11,7,85,62.38
15935,6.16,5.33,4,84,57.79
15936,6.09,3.61,6,66,44.96
15937,1.91,8.74,3,75,49.84
15938,8.43,4.18,2,92,73.86
15939,0.58,5.79,3,88,30.48
15940,4.47,5.91,8,30,24.69
15941,2.55,5.21,3,84,46.4
15942,1.49,9.02,4,76,35.85
15943,3.54,8.4,3,38,47.91
15944,6.74,8.21,1,89,66.34
15945,5.22,4.58,5,49,40.33
15946,8.8,4.33,3,91,67.07
15947,6.2,4.73,6,56,48.78
15948,2.9,5.7,2,75,48.13
15949,5.39,6.35,8,55,47.48
15950,2.66,4.75,1,75,52.21
15951,2.2,6.2,1,70,42.39
15952,9.57,4.29,10,88,60.02
15953,4.95,4.88,4,67,54.32
15954,6.69,4.83,2,45,54.88
15955,8.8,8.09,2,48,76.24
15956,3.56,6.21,10,66,45.61
15957,8.0,7.31,7,74,76.14
15958,7.99,7.69,8,55,66.27
15959,8.33,3.48,9,99,53.1
15960,2.3,8.56,3,46,38.82
15961,9.65,4.99,8,30,43.2
15962,3.11,6.57,8,55,31.4
15963,7.88,5.37,7,98,73.16
15964,2.04,8.42,7,87,52.42
15965,9.28,4.6,6,75,61.83
15966,4.56,9.75,10,91,55.35
15967,6.85,5.8,7,30,36.67
15968,8.58,7.98,9,53,59.7
15969,3.18,7.49,6,68,41.15
15970,4.2,8.2,6,67,50.08
15971,3.48,6.86,1,66,48.48
15972,3.19,5.69,10,60,42.53
15973,5.35,4.26,3,78,58.19
15974,5.69,6.64,9,32,44.41
15975,1.23,3.43,8,94,30.0
15976,6.9,3.41,8,47,49.0
15977,4.49,7.29,2,57,54.29
15978,8.95,6.36,7,72,57.97
15979,8.91,6.54,5,61,59.34
15980,7.34,5.23,7,92,69.35
15981,8.61,8.53,3,59,66.25
15982,9.26,4.41,3,70,70.41
15983,5.98,7.1,8,96,52.28
15984,9.73,9.02,7,76,72.09
15985,9.58,8.84,5,82,79.74
15986,1.54,3.2,1,82,35.44
15987,5.47,4.95,1,42,34.66
15988,1.59,8.0,3,79,49.32
15989,7.0,8.19,4,37,57.43
15990,7.77,6.38,10,71,52.28
15991,8.9,4.42,6,89,79.68
15992,6.68,4.95,2,70,55.99
15993,4.81,8.61,6,66,54.61
15994,1.98,4.35,9,62,27.03
15995,1.69,9.6,5,48,41.64
15996,5.11,6.51,6,70,52.4
15997,8.41,4.98,10,83,49.45
15998,7.63,5.73,8,72,54.1
15999,8.87,4.8,9,80,51.16
16000,8.2,5.69,8,67,64.54
16001,2.45,3.92,2,70,28.03
16002,2.4,8.76,8,83,49.94
16003,4.85,9.75,7,41,38.96
16004,2.32,7.61,4,89,53.4
16005,2.28,8.66,6,88,51.76
16006,3.04,4.6,8,64,35.38
16007,0.71,3.44,3,96,42.67
16008,5.93,7.39,6,73,69.59
16009,4.27,8.72,8,86,54.87
16010,2.76,8.84,5,87,57.83
16011,1.78,6.73,8,37,21.27
16012,4.83,7.35,4,87,67.09
16013,6.22,5.58,9,55,50.51
16014,9.75,8.81,2,93,82.15
16015,2.91,7.88,3,68,58.83
16016,0.75,4.3,3,33,17.87
16017,7.49,4.96,3,83,60.64
16018,2.73,4.06,5,45,32.38
16019,5.1,6.54,5,70,46.77
16020,8.18,4.42,7,73,57.75
16021,0.85,4.11,5,60,26.93
16022,1.84,4.12,9,36,19.94
16023,1.43,4.86,6,51,27.06
16024,2.72,8.66,5,64,41.2
16025,2.14,9.57,2,81,46.66
16026,3.51,9.97,1,39,56.68
16027,7.59,3.28,2,62,64.2
16028,0.9,6.98,8,83,31.19
16029,1.2,4.87,5,81,38.69
16030,5.86,9.92,9,51,50.52
16031,5.44,9.89,6,62,48.23
16032,5.0,9.54,4,99,72.37
16033,5.4,3.1,5,35,25.04
16034,7.55,4.08,8,69,55.63
16035,5.97,6.87,10,60,53.9
16036,4.84,4.31,3,31,32.48
16037,1.28,8.98,3,85,49.4
16038,9.76,7.9,6,53,66.01
16039,2.77,4.29,8,63,40.04
16040,8.76,8.73,2,86,89.97
16041,4.1,6.49,5,91,54.91
16042,7.0,7.97,6,36,53.81
16043,4.81,3.98,1,60,53.85
16044,3.86,6.62,10,92,50.86
16045,6.34,8.43,9,52,54.42
16046,5.59,5.42,1,79,55.81
16047,2.71,4.31,5,47,39.32
16048,3.69,7.48,2,84,54.35
16049,0.83,7.51,2,96,52.81
16050,2.34,4.43,7,76,39.64
16051,3.69,3.49,10,56,29.54
16052,9.74,4.17,4,84,71.65
16053,5.51,4.93,10,73,42.26
16054,7.16,3.25,5,49,44.41
16055,6.9,9.46,1,76,75.76
16056,9.82,4.61,10,54,48.93
16057,5.78,8.17,9,69,56.97
16058,6.06,5.9,7,37,47.98
16059,3.35,6.51,4,76,43.28
16060,6.45,6.76,9,98,56.62
16061,7.7,8.41,6,34,56.37
16062,1.48,8.52,7,55,30.49
16063,5.06,3.99,8,77,43.27
16064,4.51,5.12,8,98,45.54
16065,1.58,7.01,10,35,12.93
16066,3.74,5.31,1,59,41.57
16067,5.58,3.93,1,37,37.3
16068,6.67,5.86,9,57,49.9
16069,3.24,4.53,2,87,35.57
16070,5.02,4.0,9,32,37.68
16071,7.47,5.13,4,92,71.81
16072,4.51,5.1,2,81,54.2
16073,9.44,3.68,3,53,60.74
16074,0.79,7.09,2,85,51.86
16075,2.97,5.2,2,81,45.78
16076,1.77,4.21,9,47,11.33
16077,5.64,8.73,5,35,57.76
16078,2.19,3.02,4,83,31.43
16079,7.55,6.18,4,80,70.17
16080,9.22,6.04,9,92,65.65
16081,2.47,7.7,10,87,37.32
16082,9.11,5.73,6,60,58.88
16083,6.5,6.59,9,45,52.68
16084,2.36,9.36,6,84,53.02
16085,7.5,4.18,8,89,66.76
16086,1.36,3.74,5,68,36.61
16087,7.08,8.23,8,69,62.73
16088,8.68,8.2,3,79,77.24
16089,9.53,9.44,6,72,73.1
16090,1.02,9.88,9,60,41.31
16091,1.09,5.69,7,61,32.1
16092,9.34,5.64,6,67,68.0
16093,8.0,9.33,5,68,76.92
16094,7.86,9.02,7,50,65.59
16095,7.55,5.63,8,71,57.21
16096,7.31,3.53,6,35,45.62
16097,6.33,7.07,6,70,60.56
16098,8.22,4.88,6,70,55.88
16099,0.82,9.36,9,73,33.89
16100,7.53,8.64,4,39,63.47
16101,6.04,9.31,8,63,58.38
16102,9.12,3.57,7,94,55.66
16103,9.4,9.05,2,34,76.03
16104,2.79,7.15,1,96,62.5
16105,8.0,4.51,4,58,58.03
16106,9.59,5.11,1,30,61.37
16107,3.03,6.2,9,80,36.73
16108,8.59,7.39,7,70,68.1
16109,6.07,4.63,10,40,23.88
16110,4.25,4.45,6,38,37.49
16111,8.32,9.25,10,47,56.17
16112,8.77,8.92,6,86,72.32
16113,3.19,8.37,8,46,34.28
16114,8.05,8.33,2,82,72.32
16115,0.97,8.36,10,73,39.81
16116,4.47,9.47,6,57,60.95
16117,1.16,8.91,10,79,33.78
16118,3.29,5.72,10,98,59.03
16119,9.53,6.3,10,46,54.26
16120,7.48,7.23,7,82,55.76
16121,7.68,6.33,9,88,74.12
16122,1.78,5.08,2,62,39.58
16123,6.0,9.03,10,45,52.84
16124,4.19,8.62,6,42,52.94
16125,7.47,5.73,9,34,45.84
16126,1.99,3.8,4,66,36.12
16127,3.18,3.03,10,32,18.4
16128,9.04,3.65,1,61,69.38
16129,2.11,4.08,4,84,34.95
16130,6.51,7.6,6,44,55.81
16131,3.49,4.54,2,83,58.96
16132,1.28,7.44,9,86,31.03
16133,2.62,5.3,1,59,36.92
16134,8.76,9.27,4,65,65.92
16135,9.15,6.28,3,67,79.69
16136,4.49,7.71,10,82,50.59
16137,6.4,6.23,4,81,53.04
16138,5.44,9.39,6,75,58.78
16139,3.16,7.81,3,54,35.06
16140,3.78,7.5,7,79,58.52
16141,5.5,7.15,7,72,60.67
16142,7.11,9.92,3,40,65.2
16143,3.82,7.79,6,66,46.99
16144,7.14,8.28,9,46,39.69
16145,9.63,3.57,9,33,52.7
16146,0.73,8.7,2,91,39.67
16147,2.06,7.18,5,90,36.7
16148,9.2,5.36,2,51,56.07
16149,1.18,7.07,4,56,29.69
16150,7.77,7.38,7,56,66.34
16151,6.43,4.82,7,80,64.51
16152,0.95,6.06,4,72,33.23
16153,0.51,8.05,7,90,36.73
16154,5.27,4.58,10,56,33.26
16155,1.61,8.85,8,87,49.98
16156,8.79,3.54,4,37,48.58
16157,5.07,7.07,4,35,53.5
16158,2.73,5.66,8,75,42.63
16159,2.1,3.37,4,51,33.35
16160,8.44,8.42,10,74,69.01
16161,7.33,6.83,5,33,42.82
16162,7.32,8.01,9,40,41.34
16163,1.31,5.66,1,80,51.08
16164,6.43,9.02,5,38,58.18
16165,8.76,3.59,4,99,71.15
16166,7.78,4.63,5,83,61.2
16167,1.62,8.56,3,60,40.23
16168,9.52,9.68,4,83,92.22
16169,1.16,8.93,7,60,30.85
16170,5.79,4.62,6,89,55.17
16171,9.48,5.44,6,76,61.51
16172,8.31,8.36,3,58,68.59
16173,6.97,9.62,9,67,56.79
16174,8.64,5.02,3,44,50.62
16175,6.9,5.7,1,66,59.11
16176,1.02,3.16,2,83,38.07
16177,3.83,6.53,2,83,44.4
16178,4.56,3.62,5,31,32.01
16179,5.69,3.6,7,54,41.88
16180,2.68,8.33,10,63,42.37
16181,8.87,5.41,3,74,81.7
16182,2.67,9.55,1,87,64.53
16183,6.75,8.01,7,67,60.92
16184,8.83,5.06,1,81,79.8
16185,7.46,7.77,9,60,59.48
16186,1.79,9.06,4,48,41.96
16187,9.54,6.05,3,99,78.64
16188,1.37,6.93,2,54,35.97
16189,2.4,4.52,2,75,27.32
16190,1.82,5.82,6,87,53.61
16191,6.84,7.05,5,72,55.07
16192,8.17,7.31,7,43,52.43
16193,2.76,8.04,6,84,56.05
16194,9.8,9.7,10,99,90.96
16195,1.82,8.87,9,94,54.76
16196,3.5,8.96,5,89,59.16
16197,5.16,6.9,10,45,40.15
16198,8.18,4.01,3,94,70.23
16199,4.08,7.45,1,94,70.3
16200,2.21,5.84,6,96,47.33
16201,4.92,3.22,8,81,37.96
16202,5.03,4.36,6,47,27.66
16203,0.65,8.31,5,33,19.68
16204,0.7,7.42,4,60,36.19
16205,3.14,9.85,6,48,43.22
16206,7.54,9.46,5,94,83.9
16207,3.98,7.16,3,87,65.41
16208,2.51,4.08,7,59,23.08
16209,1.57,5.35,4,33,17.39
16210,3.16,4.63,1,97,49.36
16211,5.07,6.29,8,72,42.55
16212,1.39,8.6,5,83,42.63
16213,0.64,8.75,2,37,22.46
16214,1.71,4.25,7,37,26.67
16215,7.51,6.84,3,63,58.48
16216,4.93,7.74,1,70,52.17
16217,4.73,5.78,2,62,45.71
16218,0.69,9.34,10,91,50.32
16219,7.25,5.51,10,65,43.65
16220,2.42,6.43,9,35,34.51
16221,1.36,7.11,9,69,23.04
16222,8.5,5.99,7,66,55.71
16223,5.11,9.75,7,47,46.82
16224,7.61,8.32,8,98,82.79
16225,8.31,8.8,5,58,73.17
16226,9.66,8.27,10,92,74.15
16227,6.43,7.12,10,90,64.2
16228,1.15,3.2,8,32,0.18
16229,5.8,8.35,10,72,45.51
16230,5.34,7.29,2,60,53.08
16231,1.05,3.57,7,99,38.46
16232,3.41,3.83,3,41,31.7
16233,4.42,6.37,2,71,43.82
16234,2.03,8.97,6,32,31.85
16235,0.58,6.88,1,45,28.02
16236,7.69,9.44,9,86,74.37
16237,8.59,8.71,7,62,67.87
16238,2.68,7.42,3,85,47.68
16239,0.54,5.19,6,62,34.68
16240,8.95,8.97,8,45,75.76
16241,1.77,7.61,2,75,51.1
16242,4.33,6.87,10,55,39.39
16243,3.98,6.5,7,83,43.99
16244,2.06,4.49,4,57,38.81
16245,6.19,3.11,3,63,35.51
16246,9.23,8.02,8,56,68.3
16247,5.38,9.44,5,94,64.74
16248,9.74,4.29,6,79,74.61
16249,2.31,9.54,8,39,28.28
16250,8.56,3.5,8,63,61.38
16251,2.94,6.87,6,54,46.98
16252,2.88,3.81,7,81,33.64
16253,1.62,9.22,9,54,44.4
16254,8.7,3.72,1,93,73.49
16255,7.39,4.76,3,53,46.75
16256,3.75,8.64,6,83,52.04
16257,3.82,7.82,8,93,60.29
16258,8.53,5.72,1,84,72.36
16259,9.31,8.86,5,55,73.95
16260,6.22,7.45,5,44,50.15
16261,4.36,4.82,7,76,48.5
16262,1.0,8.18,2,38,33.27
16263,1.7,5.33,7,50,31.67
16264,1.85,8.71,10,37,40.0
16265,3.13,8.47,6,79,46.76
16266,2.94,5.16,2,75,45.87
16267,5.66,3.73,2,46,50.55
16268,9.47,8.75,1,32,77.21
16269,8.69,5.55,9,80,70.23
16270,5.34,5.28,8,49,45.56
16271,0.66,3.13,3,41,24.74
16272,1.15,8.08,6,89,41.97
16273,8.67,4.92,6,79,68.79
16274,3.19,6.05,5,72,42.4
16275,3.52,9.3,5,30,43.56
16276,1.83,3.88,10,90,30.93
16277,2.62,3.27,3,82,33.88
16278,2.85,6.92,8,55,36.76
16279,4.41,7.9,6,42,45.05
16280,6.42,6.7,7,89,67.38
16281,3.85,5.38,10,54,39.15
16282,4.77,5.53,8,32,31.34
16283,2.23,4.05,6,40,19.27
16284,1.04,5.18,5,82,33.7
16285,3.81,8.31,10,85,53.74
16286,1.09,6.49,3,31,17.52
16287,3.35,9.24,3,59,49.3
16288,8.46,4.18,1,40,62.08
16289,3.99,6.1,10,66,40.38
16290,2.34,7.91,9,58,37.81
16291,9.07,4.91,8,61,52.56
16292,6.57,4.87,5,63,48.38
16293,9.89,3.74,7,53,50.17
16294,3.35,9.25,3,83,55.26
16295,2.4,4.21,5,87,26.27
16296,3.33,9.79,6,86,59.05
16297,8.22,6.14,8,32,54.61
16298,1.94,9.87,5,89,47.47
16299,2.79,3.28,4,36,27.57
16300,7.17,6.97,8,64,52.62
16301,7.51,7.84,9,79,65.73
16302,9.61,6.61,8,52,70.59
16303,9.81,6.99,6,36,66.69
16304,6.8,6.77,10,70,60.58
16305,3.95,4.05,8,42,30.11
16306,4.8,6.72,9,64,42.9
16307,4.67,6.79,8,70,47.65
16308,4.18,5.49,4,48,31.18
16309,3.71,7.25,6,73,55.86
16310,2.1,5.88,9,87,31.62
16311,3.98,8.29,5,75,46.82
16312,9.71,3.27,8,49,51.71
16313,8.88,3.07,9,54,38.73
16314,6.36,6.67,5,61,66.06
16315,2.33,9.92,8,44,36.55
16316,8.85,6.12,9,87,60.39
16317,3.46,3.08,9,39,24.27
16318,5.68,5.22,2,56,49.98
16319,9.16,6.27,4,71,76.11
16320,3.68,9.31,1,59,53.34
16321,9.18,3.85,5,58,47.13
16322,2.73,9.47,10,66,39.21
16323,9.32,9.58,9,67,81.04
16324,3.91,7.49,8,39,29.47
16325,4.06,4.58,3,58,37.05
16326,5.75,6.76,5,60,46.66
16327,3.8,8.72,7,37,36.02
16328,4.77,5.51,4,33,28.41
16329,5.26,9.34,8,67,53.42
16330,5.16,3.61,3,80,47.98
16331,9.63,5.15,6,40,58.8
16332,3.18,9.95,6,44,47.86
16333,3.2,7.09,5,71,47.32
16334,8.46,7.13,9,50,56.97
16335,4.22,4.68,7,76,41.3
16336,1.2,9.0,1,53,36.6
16337,5.07,6.0,5,63,42.96
16338,5.73,8.55,1,66,66.43
16339,6.37,8.67,5,40,48.27
16340,2.73,4.22,4,38,30.63
16341,9.75,6.51,8,73,65.0
16342,7.5,5.69,3,45,55.61
16343,7.34,4.08,1,82,61.96
16344,8.79,3.86,9,65,49.08
16345,0.75,3.32,6,50,23.86
16346,6.32,7.91,8,60,45.75
16347,8.27,8.48,7,74,76.42
16348,0.83,6.3,3,61,30.7
16349,7.68,6.95,8,77,69.47
16350,9.9,4.83,5,86,67.4
16351,6.14,8.0,2,46,57.11
16352,4.53,7.09,1,83,56.69
16353,4.81,9.18,3,55,55.99
16354,6.96,8.22,9,99,64.75
16355,5.91,3.13,10,84,49.78
16356,7.98,8.67,9,31,64.12
16357,4.51,3.19,7,57,41.58
16358,4.46,8.7,3,45,36.93
16359,7.59,9.91,1,42,67.1
16360,6.63,6.37,8,74,62.24
16361,7.89,4.59,8,98,54.49
16362,8.93,3.07,5,40,41.79
16363,3.0,4.05,2,97,55.29
16364,3.49,6.53,4,82,47.98
16365,5.51,8.65,6,92,60.77
16366,9.34,9.1,8,35,72.61
16367,8.43,7.78,2,45,56.47
16368,4.95,3.61,5,66,45.49
16369,5.94,9.94,10,63,53.54
16370,7.27,8.23,9,61,51.99
16371,5.47,5.99,9,61,53.84
16372,1.44,8.7,9,91,56.8
16373,3.85,7.12,3,44,42.15
16374,0.95,7.22,3,84,48.1
16375,6.86,9.8,2,73,72.49
16376,3.7,8.61,1,52,44.41
16377,7.51,4.84,10,45,39.53
16378,4.58,4.23,8,50,30.97
16379,0.93,4.21,8,90,24.49
16380,4.11,6.18,9,76,56.25
16381,2.58,5.72,10,91,37.72
16382,2.54,6.17,5,52,35.24
16383,4.09,3.44,10,98,36.95
16384,9.79,4.41,10,31,49.56
16385,9.62,8.58,3,67,84.63
16386,8.13,8.3,9,91,80.05
16387,2.83,5.75,7,89,41.69
16388,7.76,5.73,4,81,68.15
16389,0.65,9.19,3,59,42.99
16390,1.04,4.27,9,48,7.96
16391,8.44,5.5,6,61,58.56
16392,5.86,8.34,1,31,46.98
16393,4.05,7.02,8,88,40.2
16394,7.53,3.42,1,49,60.34
16395,1.59,3.08,5,62,27.52
16396,3.22,3.13,6,51,26.11
16397,7.41,7.59,8,47,45.63
16398,2.47,7.36,9,78,34.65
16399,6.21,3.31,8,66,50.5
16400,4.75,3.92,1,36,40.38
16401,2.42,8.06,2,74,54.0
16402,8.94,5.17,8,51,55.37
16403,4.64,9.94,9,97,64.34
16404,6.19,5.19,3,51,57.83
16405,2.9,5.35,3,32,36.01
16406,3.79,5.94,5,69,50.1
16407,0.97,8.79,6,52,37.33
16408,5.09,6.9,9,46,33.45
16409,3.78,9.0,5,83,63.28
16410,3.63,5.99,5,33,25.38
16411,8.95,7.26,5,94,81.83
16412,7.19,3.03,6,91,61.6
16413,4.84,7.03,7,40,45.37
16414,2.36,3.56,1,70,32.18
16415,9.75,4.35,10,95,65.45
16416,1.21,9.98,2,89,61.48
16417,1.79,7.46,7,48,34.98
16418,3.07,9.08,4,32,38.37
16419,9.57,3.4,1,83,62.63
16420,3.15,5.69,10,93,36.76
16421,5.17,9.04,4,98,70.8
16422,7.73,5.88,1,30,63.07
16423,9.33,4.78,7,42,52.76
16424,6.25,6.37,2,65,49.51
16425,4.15,6.3,5,61,36.25
16426,9.86,9.93,9,34,73.87
16427,0.75,5.48,3,83,34.92
16428,8.41,9.7,5,97,84.56
16429,3.14,9.38,8,49,38.01
16430,8.27,6.15,7,78,59.57
16431,2.04,9.61,6,80,51.35
16432,3.79,8.1,9,40,26.95
16433,1.03,9.2,4,64,47.74
16434,2.4,9.24,9,46,35.76
16435,6.23,3.6,1,64,51.4
16436,7.73,9.28,10,43,50.88
16437,9.16,6.43,4,68,70.37
16438,1.64,7.46,10,60,33.75
16439,1.84,5.1,10,40,9.53
16440,9.42,7.52,6,42,68.15
16441,7.78,3.19,7,89,47.01
16442,5.63,5.6,2,94,54.95
16443,5.03,7.4,10,62,52.16
16444,2.0,4.38,4,99,36.0
16445,4.1,7.71,5,84,63.05
16446,4.04,8.8,6,90,66.19
16447,6.66,3.26,3,51,52.98
16448,6.19,7.23,1,60,64.73
16449,1.07,7.06,5,84,44.79
16450,8.56,8.47,10,76,66.87
16451,9.41,7.88,10,47,63.84
16452,7.91,6.18,1,96,85.88
16453,2.19,5.48,10,70,35.22
16454,2.14,9.9,2,62,54.73
16455,7.4,6.51,1,34,54.71
16456,4.69,5.86,7,83,38.97
16457,7.9,9.95,4,49,68.38
16458,1.22,4.26,9,39,17.49
16459,7.31,4.3,2,94,71.14
16460,4.53,9.84,3,39,45.09
16461,0.79,7.6,8,94,28.21
16462,5.68,6.64,10,91,57.61
16463,7.14,3.47,5,43,41.98
16464,5.52,5.49,3,53,54.31
16465,1.67,6.03,6,32,13.09
16466,8.25,6.58,8,44,59.63
16467,3.51,6.06,6,97,52.55
16468,9.25,6.07,7,52,58.92
16469,9.12,9.96,7,41,70.21
16470,2.4,9.82,10,37,32.92
16471,5.03,3.6,5,97,55.54
16472,1.8,4.18,4,80,43.15
16473,6.94,9.59,8,93,68.56
16474,8.59,5.23,7,43,52.54
16475,6.66,7.28,8,52,42.03
16476,2.97,8.59,1,49,38.06
16477,1.22,6.3,4,79,29.89
16478,1.16,3.12,10,33,3.71
16479,6.3,8.8,2,46,57.29
16480,9.56,8.29,3,45,68.01
16481,7.11,3.29,4,56,52.96
16482,7.44,9.28,4,50,66.08
16483,3.63,9.0,10,42,36.08
16484,6.07,4.93,7,49,50.17
16485,3.51,3.56,9,36,27.23
16486,9.07,5.82,4,88,72.01
16487,1.76,9.12,8,65,49.32
16488,6.5,6.38,3,74,67.61
16489,7.44,4.97,9,34,51.13
16490,7.14,4.62,3,62,61.31
16491,2.94,5.49,5,80,44.01
16492,5.12,9.96,4,69,56.23
16493,6.8,9.15,4,72,76.06
16494,9.34,6.83,4,42,66.64
16495,5.25,8.66,3,96,70.98
16496,3.35,5.21,6,67,38.17
16497,4.17,7.31,3,76,62.56
16498,5.64,9.11,7,63,61.67
16499,9.78,5.57,4,90,72.28
16500,6.47,8.6,10,69,68.92
16501,1.97,7.3,9,99,47.42
16502,8.51,7.31,7,86,72.49
16503,2.22,3.29,8,60,30.71
16504,0.87,9.29,9,78,33.27
16505,1.45,8.43,5,63,38.95
16506,7.97,3.26,6,74,55.22
16507,9.07,7.28,7,99,81.75
16508,3.05,8.22,5,56,43.81
16509,5.23,8.57,1,63,59.39
16510,6.17,3.62,2,48,51.21
16511,4.48,7.48,2,93,72.27
16512,1.12,4.63,5,62,30.54
16513,1.04,6.16,6,31,15.86
16514,4.68,6.69,2,39,33.89
16515,8.08,3.19,4,54,42.58
16516,1.3,5.1,7,83,32.52
16517,2.45,8.58,2,46,36.86
16518,3.06,8.9,1,42,51.65
16519,5.81,5.31,8,37,32.22
16520,0.91,6.09,1,95,37.8
16521,8.67,8.82,4,96,82.36
16522,4.97,4.41,7,67,38.99
16523,5.11,8.12,9,48,56.26
16524,3.6,5.85,10,80,31.66
16525,2.51,9.91,3,70,50.58
16526,3.95,7.21,9,60,36.7
16527,9.18,4.04,9,39,49.41
16528,1.4,4.2,3,72,41.35
16529,1.08,3.19,4,69,22.79
16530,1.59,8.0,1,82,41.24
16531,7.88,6.1,7,91,76.79
16532,0.96,3.08,1,55,29.71
16533,3.67,3.71,2,87,36.45
16534,4.54,5.03,4,31,38.51
16535,5.32,5.97,2,97,72.47
16536,0.53,9.57,1,90,51.51
16537,5.12,6.79,10,85,43.6
16538,2.35,9.26,1,68,48.37
16539,1.43,4.75,1,40,36.74
16540,5.57,5.33,3,67,47.08
16541,7.57,9.17,5,62,71.02
16542,9.38,6.44,5,56,68.32
16543,9.17,7.13,5,38,59.16
16544,4.29,7.02,6,75,50.7
16545,7.19,7.52,3,80,77.09
16546,7.11,7.12,9,76,48.76
16547,4.42,7.86,8,97,63.73
16548,1.43,4.03,9,43,11.12
16549,4.13,7.97,4,36,52.47
16550,9.93,4.05,8,31,60.06
16551,5.77,5.38,9,97,45.24
16552,3.74,8.82,10,90,65.43
16553,7.57,7.25,9,63,47.21
16554,7.02,9.77,9,59,69.8
16555,6.0,4.77,7,52,39.36
16556,6.56,9.45,1,33,52.2
16557,6.06,7.49,6,49,44.91
16558,9.58,5.58,2,62,76.5
16559,5.34,8.51,5,93,71.47
16560,6.11,9.68,7,80,57.21
16561,4.98,8.46,7,59,60.6
16562,6.2,3.05,2,82,52.67
16563,8.96,3.07,3,89,74.19
16564,3.73,3.88,7,47,24.44
16565,5.21,8.96,1,42,49.53
16566,4.76,8.25,3,81,61.43
16567,4.28,7.48,5,98,51.5
16568,8.3,7.86,4,36,50.96
16569,2.7,7.34,1,52,33.14
16570,5.25,5.44,2,73,52.19
16571,9.28,8.04,6,74,69.4
16572,2.03,9.55,8,61,46.35
16573,0.54,8.25,7,78,26.4
16574,3.02,9.07,1,57,50.89
16575,9.26,4.66,8,69,63.52
16576,1.33,5.44,6,47,27.3
16577,1.8,6.55,7,35,22.88
16578,3.54,6.3,1,82,50.61
16579,7.81,6.26,10,31,40.07
16580,7.64,7.48,8,64,61.53
16581,1.33,8.99,1,92,51.65
16582,9.37,9.21,9,87,67.92
16583,2.77,4.05,9,56,20.93
16584,3.17,3.63,1,80,53.02
16585,4.17,5.18,2,57,40.49
16586,6.53,8.16,5,62,60.73
16587,5.45,8.55,7,95,71.39
16588,9.32,5.68,10,94,68.03
16589,5.86,5.17,5,67,51.21
16590,8.64,3.91,4,80,64.29
16591,1.24,4.67,2,44,19.09
16592,8.63,3.71,9,74,57.11
16593,2.38,5.13,6,74,47.95
16594,3.94,7.73,10,73,46.98
16595,3.54,3.9,6,86,38.63
16596,3.7,5.25,6,54,35.04
16597,9.23,6.7,4,47,68.33
16598,4.7,5.29,2,66,46.47
16599,3.05,6.08,7,34,32.43
16600,3.3,6.48,2,78,37.26
16601,8.13,8.43,10,33,47.0
16602,5.62,8.9,1,35,59.34
16603,4.77,4.35,3,98,48.32
16604,9.3,5.59,8,87,71.75
16605,9.34,7.03,1,38,60.9
16606,7.68,6.5,3,69,68.02
16607,5.42,3.56,3,61,44.08
16608,1.61,5.41,8,74,36.78
16609,7.23,4.59,7,51,48.82
16610,8.24,5.92,5,39,59.86
16611,8.59,5.37,6,98,71.82
16612,6.03,7.87,10,96,67.05
16613,6.36,5.81,5,91,61.6
16614,7.24,4.69,7,84,54.91
16615,8.8,7.34,4,54,64.99
16616,0.93,8.09,9,57,28.98
16617,5.85,3.76,6,82,44.5
16618,4.01,4.76,3,83,40.89
16619,8.42,4.46,4,93,56.55
16620,1.77,4.41,5,81,44.03
16621,9.14,9.31,3,40,68.45
16622,1.68,3.88,6,76,31.08
16623,1.35,9.1,7,52,27.81
16624,3.79,5.76,7,90,49.55
16625,9.95,7.49,8,49,74.78
16626,6.52,6.09,7,65,62.2
16627,0.75,7.19,1,85,40.69
16628,2.87,6.86,5,34,37.36
16629,1.92,6.03,2,93,49.88
16630,0.51,4.93,5,97,40.33
16631,5.39,9.52,9,35,48.37
16632,4.12,9.41,8,81,50.68
16633,6.33,3.5,3,39,45.46
16634,2.56,4.56,8,75,42.43
16635,8.4,7.02,6,31,45.91
16636,4.14,9.86,2,93,63.59
16637,5.09,8.09,8,57,46.9
16638,7.46,8.73,7,87,67.8
16639,2.08,5.2,3,31,25.03
16640,2.99,4.53,8,62,40.9
16641,1.97,4.58,4,99,48.27
16642,7.8,6.38,4,58,65.0
16643,1.43,9.01,10,44,25.36
16644,5.15,4.51,8,48,42.55
16645,7.62,6.99,5,44,55.72
16646,5.32,8.66,1,95,70.54
16647,5.33,6.5,2,31,51.22
16648,1.1,5.92,6,48,20.49
16649,7.94,5.43,4,79,62.48
16650,6.24,7.2,8,62,49.24
16651,6.84,8.72,7,57,54.01
16652,7.78,9.97,4,44,75.24
16653,5.83,9.09,3,65,55.0
16654,5.33,6.17,6,93,59.43
16655,6.8,3.55,4,72,46.16
16656,9.05,3.84,1,66,59.87
16657,6.57,3.21,6,94,49.96
16658,7.99,5.54,6,67,59.72
16659,5.06,6.37,7,61,50.35
16660,6.1,8.74,1,41,52.92
16661,2.21,3.6,1,74,41.08
16662,5.14,4.6,1,88,56.07
16663,1.91,6.57,4,48,35.89
